iter	Logloss
137	0.2169621605
138	0.2167450117
139	0.2163954837
140	0.2163190594
141	0.2161472239
142	0.2160871066
143	0.2159414063
144	0.2157743345
145	0.2157063293
146	0.2155852866
147	0.2155059982
148	0.2149594273
149	0.214841762
150	0.2147236574
151	0.2145474697
152	0.2142747926
153	0.213884856
154	0.2135552428
155	0.213247644
156	0.2130525556
157	0.2129690842
158	0.2127828594
159	0.2125891728
160	0.2125067772
161	0.212146946
162	0.2115832319
163	0.2114492784
164	0.2112897543
165	0.2110020822
166	0.2103201102
167	0.2100779257
168	0.2095870675
169	0.2094240556
170	0.2092060622
171	0.2088585745
172	0.2085779622
173	0.2082746465
174	0.2080218442
175	0.2075265239
176	0.2072957295
177	0.2070582608
178	0.2067810109
179	0.2066372523
180	0.2063351324
181	0.2060468562
182	0.2057795697
183	0.2054582173
184	0.2050072397
185	0.2047761763
186	0.2045271451
187	0.2043267697
188	0.2038833708
189	0.2037408028
190	0.2035110697
191	0.2032196199
192	0.2029914655
193	0.2028365209
194	0.2026449086
195	0.2023945009
196	0.2022255915
197	0.2019410119
198	0.2014197559
199	0.2010838176
200	0.2008747
201	0.2005841138
202	0.2003737452
203	0.2001586069
204	0.1999499709
205	0.1995864802
206	0.19936415
207	0.1990954128
208	0.1988706059
209	0.198685718
210	0.198539591
211	0.1983071728
212	0.1980922096
213	0.1978820683
214	0.1975490343
215	0.197220788
216	0.1970280106
217	0.1968396745
218	0.196487853
219	0.1962594592
220	0.1961140637
221	0.1957218039
222	0.1954973193
223	0.1952988385
224	0.1949749108
225	0.1948571567
226	0.1946120503
227	0.1943612797
228	0.1941192803
229	0.1938988035
230	0.1937408413
231	0.1936069905
232	0.193348647
233	0.1932094319
234	0.1928228301
235	0.1926419227
236	0.1921751261
237	0.1919143692
238	0.1916947222
239	0.1915523266
240	0.1912839491
241	0.1910945898
242	0.1909039606
243	0.1905964113
244	0.1903792136
245	0.190137623
246	0.1898818705
247	0.1897747347
248	0.1895357107
249	0.1893845704
250	0.1891971718
251	0.1889127245
252	0.1887107423
253	0.1884403796
254	0.1882814092
255	0.1881584366
256	0.1879252948
257	0.1877474786
258	0.1876296998
259	0.1873460878
260	0.1872308569
261	0.1870507269
262	0.1869201202
263	0.1867807605
264	0.1865305147
265	0.1863490077
266	0.1862034371
267	0.185823498
268	0.1853472505
269	0.1852360178
270	0.1850220072
271	0.1848068937
272	0.1846418751
273	0.1842723088
274	0.1840314186
275	0.1839285054
276	0.1837246765
277	0.183593376
278	0.1832771931
279	0.1831517434
280	0.1828768996
281	0.1826337051
282	0.1824319019
283	0.1822771973
284	0.1821071847
285	0.1819015089
286	0.1814443807
287	0.181205751
288	0.1810716315
289	0.1809534237
290	0.1808075611
291	0.1804408207
292	0.1802533146
293	0.1801497344
294	0.1800195179
295	0.1798733142
296	0.179749985
297	0.1795540871
298	0.1792905315
299	0.1790960551
300	0.178878753
301	0.1786305123
302	0.1784640244
303	0.1783418076
304	0.1781531827
305	0.1779568406
306	0.1778649362
307	0.177586048
308	0.1774498938
309	0.1772852746
310	0.1771448059
311	0.1770332843
312	0.1768690739
313	0.1764227943
314	0.1762334227
315	0.1759452765
316	0.1757130472
317	0.1755435076
318	0.1752910311
319	0.1750405096
320	0.1748965185
321	0.1746094768
322	0.1742744626
323	0.1739950335
324	0.1733689771
325	0.1732037245
326	0.1730862654
327	0.1728842653
328	0.1727044426
329	0.1724888986
330	0.1723775064
331	0.1722724143
332	0.1721008002
333	0.1719488151
334	0.1718461251
335	0.1717255545
336	0.1713682812
337	0.171188237
338	0.1707906606
339	0.170618435
340	0.1703517816
341	0.1702249982
342	0.1700834593
343	0.1698792219
344	0.1697651035
345	0.1696352128
346	0.1691972466
347	0.1689500601
348	0.1688350073
349	0.168664284
350	0.1685204036
351	0.1684586852
352	0.1683115005
353	0.1682224264
354	0.1680413193
355	0.1674529297
356	0.1671939874
357	0.1669943727
358	0.1668321691
359	0.1664225728
360	0.1661732101
361	0.1660457874
362	0.1659348468
363	0.1657512963
364	0.1656233817
365	0.1655046656
366	0.1653895575
367	0.1653020509
368	0.1649315224
369	0.1647786833
370	0.1646838476
371	0.1645283553
372	0.1644317702
373	0.1643131954
374	0.1641016926
375	0.1640398249
376	0.1636039918
377	0.1633049181
378	0.1632205647
379	0.1630775258
380	0.1629774894
381	0.1628648
382	0.1627630947
383	0.1626614692
384	0.1625860929
385	0.1624766982
386	0.1623725221
387	0.1622406253
388	0.1621376349
389	0.1620366862
390	0.1619244088
391	0.1618290402
392	0.1616765111
393	0.1615882576
394	0.1613777968
395	0.1612090932
396	0.1610690822
397	0.1609795073
398	0.1609160033
399	0.160841085
400	0.1607393183
401	0.1605717486
402	0.1604467937
403	0.1602676009
404	0.1601518963
405	0.1600713229
406	0.1600079133
407	0.1598882906
408	0.1598129637
409	0.1597129752
410	0.1595242733
411	0.1594506398
412	0.1593634068
413	0.1592797295
414	0.1591462249
415	0.1590312766
416	0.1589793652
417	0.1587672448
418	0.1586673254
419	0.1584098364
420	0.1582004607
421	0.1580649857
422	0.1579167503
423	0.1577689883
424	0.1576329083
425	0.1574526981
426	0.1573733544
427	0.1572578529
428	0.1570716245
429	0.1569725315
430	0.1568327938
431	0.1567719114
432	0.1566795542
433	0.1565051752
434	0.1563827342
435	0.1563038758
436	0.1558679042
437	0.1557472364
438	0.155568148
439	0.1553734595
440	0.1551322194
441	0.1550278772
442	0.1549075751
443	0.1547977224
444	0.1545718214
445	0.1545061036
446	0.1541497151
447	0.1540315398
448	0.1538095263
449	0.1536547726
450	0.1534859276
451	0.1533226943
452	0.1530996296
453	0.1529849239
454	0.1528032324
455	0.152654625
456	0.1525287511
457	0.1524451169
458	0.1523742461
459	0.1522523429
460	0.1521049128
461	0.1519123297
462	0.1517542565
463	0.1515847876
464	0.1514873788
465	0.1513860851
466	0.1511963141
467	0.1510755295
468	0.1507704014
469	0.1505453668
470	0.1503582632
471	0.1502421716
472	0.1502068783
473	0.1501040239
474	0.1500153218
475	0.1495642836
476	0.1493219126
477	0.1492049667
478	0.1489055824
479	0.1487318479
480	0.1485414743
481	0.1483939769
482	0.1482533942
483	0.1481672796
484	0.1479452018
485	0.1478800105
486	0.1478106458
487	0.1477516442
488	0.1475472503
489	0.147436202
490	0.1473241459
491	0.1472558844
492	0.1471539086
493	0.1470233175
494	0.146820961
495	0.1466455271
496	0.1464077629
497	0.1463230129
498	0.1462550033
499	0.1461422033
